screen_name,id,location,description,url,followers,friends,status_counts
RepTedLieu,3044993235,"Los Angeles, CA & Washington, DC","Official Twitter account for the Office of Rep @TedLieu, serving #CA33 in the U.S. House of Representatives • https://t.co/cSZYg2t9ap • https://t.co/oA7bA0mWrM",https://t.co/gVv4Qfdiiu,149548,5263,5163
RepAmata,3026622545,"Washington, D.C.","Congresswoman proudly representing American Samoa. Serving on the @NatResources, @HouseVetAffairs, and @HouseSmallBiz",https://t.co/L7B6x0yzTS,3357,180,458
RepPeteAguilar,3018670151,"San Bernardino, CA","Pete Aguilar represents CA’s 31st Congressional District. A former mayor, Rep. Aguilar is committed to strengthening the Inland Empire’s middle class.",http://t.co/o4deRoUnuK,12910,330,1711
RepGrothman,2976606250,"Washington, D.C.","Official account of Congressman Glenn Grothman, proudly representing Wisconsin's Sixth District.",http://t.co/MY3WTtaAeb,7802,210,2259
CongressmanHice,2975091705,"Greensboro, GA; Washington, DC","I'm honored to serve Georgia's 10th Congressional District. Communications Chair, @freedomcaucus.",https://t.co/apR1dqYCIk,34691,1053,3090
RepBuddyCarter,2973870195,,Proudly serving Georgia's 1st Congressional District,https://t.co/zGq0mX8dEy,21310,299,1961
RepKathleenRice,2970462034,"Long Island, NY",U.S. Representative for #NY04 (Long Island). Former Nassau County DA.,http://t.co/XBMpgvbVZ1,28835,1323,3105
RepDebDingell,2970279814,"Washington, DC","Proudly serving the people of Michigan's 12th Congressional District.
http://t.co/e7qwdRk0zg
http://t.co/q9q7Jj0s26",http://t.co/tsIQhHRnwP,53503,2643,3862
RepBonnie,2968451607,"New Jersey, USA",Proudly serving the people of New Jersey’s 12th Congressional District. Proud #BlackWoman. Progressive Dem. Member of the #Resistance. Co-Chair of @CBWGCaucus.,https://t.co/nnqUnDnLfU,29090,1013,6413
RepDeSaulnier,2968007206,"Concord, CA","Representing CA-11. Member of @transportdems @EdLaborCmte @oversightdems @RulesDemocrats. Dad, amateur historian, marathon runner & former small business owner.",https://t.co/pa3PJQ8V5B,15322,872,4410
RepJohnKatko,2966765501,"Syracuse, New York",Official Twitter account of Rep. John Katko. Proudly representing New York's 24th Congressional District.,https://t.co/GLTSxMTZwp,15351,237,1141
RepRubenGallego,2966570782,"Phoenix, AZ",Proud representative of Arizona's 7th Congressional District. #AZ07,http://t.co/isis6YaDPG,73219,3357,4813
RepMarkWalker,2966205003,,US Congressman. @housegop Vice Chair. Ranking Member on Subcommittee for Intelligence and Counterterrorism. Former Pastor gratefully representing #NC06.,https://t.co/uvTWAFvWvC,22523,1200,5223
SenMcSallyAZ,2964949642,"Arizona, USA",First female fighter pilot to fly in combat. Veteran. Dog mom to Boomer. Proudly representing the people of Arizona in the U.S Senate.,https://t.co/ZaC11aNF6e,68153,750,3862
RepBost,2964877294,IL-12 Congressional District,"Member of Congress proudly representing IL-12. Serving on @TransportGOP, @HouseAgGOP, and @HouseVetAffairs Committees. Find me on FB at https://t.co/cjWY9Itiyr",https://t.co/4tXoH7NdiQ,11942,1884,2026
RepAlexMooney,2964526557,"Charles Town, WV","Husband, Father, Conservative Representing West Virginia's 2nd Congressional District. #wv02 #wvpol Member of @financialcmte",https://t.co/dKSBzlN9IY,8619,518,1910
RepRickAllen,2964287128,"Augusta, GA and Washington, DC",Proudly representing Georgia's 12th Congressional District,https://t.co/WfV96n5LQo,19903,136,1723
SenThomTillis,2964174789,"North Carolina, USA",Official Twitter account of North Carolina U.S. Senator Thom Tillis.,https://t.co/mLVkKiULqh,88699,4634,4521
HurdOnTheHill,2963445730,#TX23,"Serving #TX23 in Congress on @HouseAppropsGOP & #Intel, #SanAntonio native, @TAMU grad, formerly undercover @CIA",https://t.co/AZDfh0jDnz,55669,1097,5607
SenSasse,2962923040,,The press office account of U.S. Sen. Sasse. His (less political/hopefully more interesting) personal account is @ BenSasse.,,145939,1,908
RepAbraham,2962891515,,"Proudly representing Louisiana's 5th District. Rural family physician, veteran, farmer, pilot, former veterinarian, husband, father & grandfather.",,27569,121,983
RepDonBeyer,2962868158,Northern Virginia & DC,"Representing Northern Virginia’s #VA8 in Congress. Serve on @WaysMeansCmte, @HouseScience. Co-Chair @CaucusOnClimate. #StopGunViolence #EqualPay",https://t.co/GLUWQ3oyIM,78657,3498,19616
RepStefanik,2962813893,,"Official Twitter Account for Congresswoman Elise Stefanik, proudly representing New York's 21st District.",https://t.co/OrCTHWbOd1,38763,421,4314
SenatorRounds,2955485182,"Pierre, South Dakota",U.S. Senator for South Dakota,http://t.co/gMVH2AwcFu,21817,565,3330
RepFrenchHill,2953974395,"Little Rock, AR",Official account of Rep. French Hill. 9th generation Arkansan. @FinancialCmte Subcommittee Ranking Member. Proudly representing AR-02.,https://t.co/TggD8rLd3M,17149,1268,2756
RepGarretGraves,2951574214,Follow us on Facebook: ,Official Twitter Page of Congressman Garret Graves (LA06),https://t.co/glkM2IIXms,13168,1129,3696
RepNewhouse,2930635215,,Proud to represent Washington's 4th District in the U.S. Congress,https://t.co/qIftHgI639,13894,1308,1632
RepBrianBabin,2929491549,,Honored to serve citizens of #TX36 in U.S. Congress. Ranking Member of Space and Aeronautics Subcmte & serve on @HouseScienceGOP and @TransportGOP Committee.,https://t.co/tJRjOi3OmN,12811,651,2889
RepAdams,2916086925,,Congresswoman representing NC’s 12th District. Educator. Artist. Founder & Co-Chair of the Bipartisan HBCU Caucus.,https://t.co/wPfZolUQ4r,16466,1528,7391
RepTomEmmer,2914515430,"Otsego, MN | Washington, D.C.","Husband, father, hockey fan, and Congressman for Minnesota's 6th District.",http://t.co/jU8TYBqqHL,13951,931,4345
RepLoudermilk,2914163523,,"Rep. Barry Loudermilk represents Georgia's 11th Congressional District, which includes all of Bartow and Cherokee counties and portions of Cobb and Fulton.",https://t.co/FWd4vPQ7Po,19414,1553,2394
SenDanSullivan,2891210047,,Official twitter account for U.S. Senator Dan Sullivan.  Proudly serving the state of Alaska.,http://t.co/9uIoLCChCm,39410,695,2656
sendavidperdue,2863210809,Georgia,Official Twitter account for U.S. Senator David Perdue of Georgia.,https://t.co/I3Xla8NlsK,69642,1012,4055
RepLawrence,2863006655,"Washington, DC","Congresswoman for Michigan's 14th District: Detroit, Southfield, Oakland and Wayne Counties. Instagram: Repbrendalawrence, Facebook: Rep.BLawrence",https://t.co/jik2CxOIWT,19628,1196,5020
RepKenBuck,2862577383,"Windsor, CO | Washington, DC",Proudly representing the wonderful people of Colorado (CO-04). Member on @JudiciaryGOP & @HouseForeignGOP,https://t.co/Tl3R8080cP,27195,359,1621
USRepGaryPalmer,2861616083,,Proudly serving the people of Alabama's 6th Congressional District.,https://t.co/f5XX8JEE0I,17317,877,2119
SenJoniErnst,2856787757,Iowa,Follow for news and updates from the Office of Iowa Senator Joni K. Ernst. Tweets from Joni are signed JKE.,http://t.co/zUYK5PQEOd,69023,146,3388
RepWesterman,2852998461,"Hot Springs, Arkansas",Representing the 4th District of Arkansas. Husband. Father of 4. Hot Springs native. Engineer. Forester.,,9603,252,5174
RepRatcliffe,2847221717,"Heath, TX","U.S. Congressman for Texas' 4th District. Member of House Intelligence Committee, @JudiciaryGOP & House Ethics. Former federal prosecutor.",https://t.co/RaXZihuHYU,104977,759,2622
RepLeeZeldin,2750127259,,Proudly representing New York's First Congressional District. Ranking Member of @HouseForeignGOP Subcommittee on Oversight & Investigations.,https://t.co/Kj9kXazM0U,115617,1870,2548
StaceyPlaskett,2724095695,"U.S. Virgin Is. | Wash., DC",Proudly representing the Virgin Islands of the United States,http://t.co/T9tJ8F2eLe,47264,553,1653
RepMoolenaar,2696643955,,Representing Michigan's Fourth Congressional District. This is the Twitter page of the official House office.,http://t.co/cwXZtKCJhJ,11314,338,857
RepHastingsFL,2433737761,Florida 20th,Congressman Alcee L. Hastings represents parts of Broward and Palm Beach counties in the U.S. House of Representatives.,http://t.co/g0E2ojpNr4,26018,265,1926
RepRobWoodall,2382685057,"Lawrenceville, GA; Wash., D.C.","U.S. Representative for the Seventh District of Georgia. Serving on the Rules Committee, Transportation & Infrastructure Committee, and House Budget Committee.",http://t.co/twbdtrZomN,14763,723,1214
RepJimmyGomez,2371339658,"Los Angeles, CA","Official account for U.S. Congressman Jimmy Gomez (CA-34, Los Angeles). Cmtees: @WaysMeansCmte @OversightDems Find us on FB: https://t.co/1pRH7kHn00",https://t.co/PTPcf8ooHN,12028,3495,3324
RepKClark,2293131060,,Vice Chair of the House Democratic Caucus. Proudly representing the people of the 5th District of Massachusetts.,https://t.co/qWMKEO845O,68323,1440,5546
RepByrne,2253968388,Southwest Alabama,I am proud to represent Alabama's First Congressional District in the U.S. House of Representatives. Official Congressional Account,https://t.co/u2pktSNMc6,22907,3831,15081
SenBooker,2167097881,"New Jersey * Washington, DC","The U.S. Senate Office of Cory Booker, D-NJ. Tweets by staff.",http://t.co/bl28yzvbjQ,142432,5903,5281
RepGuthrie,1908143071,Kentucky's Second District,Fighting for conservative values in Washington while representing the people of Kentucky's 2nd Congressional District,https://t.co/o8TdiWaWnj,16812,217,857
USRepKCastor,1880674038,,"Tampa Bay's Congresswoman 🇺🇸 Chair, House Committee on the Climate Crisis",https://t.co/H9etkVz65v,19872,4332,6660
RepBlaine,1849261916,Missouri's 3rd District,Proudly serving Missouri's 3rd Congressional District. House @FinancialCmte and @HouseSmallBiz Commitee member.,https://t.co/HAAAI7JpAI,13275,265,2061
RepJasonSmith,1623308912,MO-08,Honored to represent the families of Missouri's 8th Congressional District in the United States House of Representatives.,http://t.co/dxAOG6A9MK,26809,956,3432
RepBeatty,1531521632,Ohio's Third District,"Official Twitter account for Congresswoman Beatty, representing Ohio's Third Congressional District in the U.S. House of Representatives.",https://t.co/ZrsTik4dBm,36388,1960,8865
USRepLong,1444015610,,Representing Missouri’s 7th District in the United States Congress - Member of the House Energy and Commerce Committee,https://t.co/uG5DCdtUfQ,21680,4326,8086
PeterWelch,1410590874,"Vermont and Washington, DC","Official Twitter Account for Congressman Peter Welch, proudly representing the great state of Vermont in the U.S. House of Representatives.",http://t.co/P7VlnuEP0v,18657,1987,2343
RepRobinKelly,1339931490,,"Official Twitter account for Robin Kelly, U.S. Representative #IL02.",https://t.co/7pZornDHqs,28211,11063,4676
Rep_Hunter,1305596696,,Proudly representing California’s 50th District https://t.co/0yyKBsCmQe,https://t.co/JmFka1DZNM,19425,250,913
RepChrisSmith,1289319271,,"Proud to represent the 4th Congressional District of New Jersey.

Social media policy: https://t.co/vKjnDqaOS5",http://t.co/a3ZJUqfRSg,29808,226,1098
RepJuanVargas,1260172386,"SD/Imperial Counties, CA","Official Twitter account of Rep. Vargas, representing southern San Diego County, all of Imperial County and California's entire U.S.-Mexico border. #CA51",http://t.co/m3QdRCZFO0,23545,446,2369
senatemajldr,1249982359,"Washington, DC",U.S. Senate Majority Leader Mitch McConnell,https://t.co/J5RQpHiTgo,1071320,104,3765
RepBrownley,1243902714,"Ventura County & Washington, DC",Serving #CA26 & fighting for Ventura County. Chairwoman of @VetAffairsDems Health Subcommittee & #WomenVetsTaskForce. Member of @TransportDems & @ClimateCrisis.,,19077,1032,5122
RepCardenas,1222257180,"San Fernando Valley, CA",Proud to represent California's 29th District - the San Fernando Valley - in The People’s House. Member of @EnergyCommerce,https://t.co/LEayHjDmFc,20938,1441,7701
SteveScalise,1209417007,"Jefferson, LA",House Republican Whip. Dad. LSU & Saints fan. Proudly representing Louisiana’s First District.,https://t.co/vKBoGD7Spm,343010,1292,10079
repmarkpocan,1206227149,"Madison, WI",Honored to serve the people of Wisconsin's Second District. Co-Chair of @USProgressives and @LGBTEqCaucus. Member of @AppropsDems. He/Him/His.,https://t.co/IvGB2NpiqX,89223,5550,6146
RepDonaldPayne,1155335864,www.facebook.com/DonaldPayneJr,The NRA gave me an F because I want to end gun violence. Father of triplets. Son of Newark. Proudly serving New Jersey's 10th Congressional District.,,18936,1181,5551
RepDWStweets,1140648348,Weston & Washington,U.S. Congresswoman proudly representing the people of Florida's 23rd District in our nation's capital.,http://t.co/L7PfQxOrER,15033,2283,4646
RepScottPeters,1135486501,"San Diego, Poway, Coronado","Serving #CA52. I will support and defend the Constitution of the United States against all enemies, foreign and domestic.",https://t.co/IHSIVY4ZHZ,26498,947,10823
MartinHeinrich,1099199839,,United States Senator from New Mexico,https://t.co/97adkYcq3x,191290,575,7751
SenatorRisch,1096059529,Boise,U.S. Senator for Idaho,https://t.co/QMGG1eEAGz,85549,319,1746
RepCheri,1092979962,"Illinois & Washington, D.C.","Serving Illinois’ 17th District. Former reporter working in Congress #ForThePeople. Athlete, wife and mother of three sons. Facebook & Instagram: RepCheri.",https://t.co/o22FqkWab3,32991,4333,4999
CongressmanRuiz,1089859058,,Emergency medicine physician and public servant. Proudly serving California's 36th Congressional District.,http://t.co/sgTdElO4,19882,31,1609
RepAndyBarr,1089334250,"Lexington, KY",Honored to represent Kentucky's Sixth Congressional District.  Fighting to get Kentuckians back to work and restore fiscal responsibility to Washington,http://t.co/XNnauaj5,22112,1170,3635
RepFilemonVela,1083448909,"District 34, Texas",U.S. Congressman for the 34th District of Texas - Privileged to represent South Texans.,https://t.co/PYuChi0OLA,16106,390,1433
SenatorSinema,1080844782,,"Official Twitter feed of U.S. Senator Kyrsten Sinema, serving Arizona.",https://t.co/WrlaMe6YPs,102326,736,12302
RepBillFoster,1080509366,"Naperville, IL",Congressman Bill Foster is a scientist and businessman representing the 11th Congressional District of Illinois,https://t.co/MUUnxZciRU,41867,1772,3445
RepRWilliams,1077446982,Central Texas,I am honored to represent the 25th Congressional District of Texas. Member of @FinancialCmte.,http://t.co/JVoBEX18T4,12081,734,4962
RepLoisFrankel,1077121945,,Representative from Florida's 21st Congressional District. Co-Chair of @HouseDemWomen.,https://t.co/37xQooMGQ9,29329,1568,6537
SenatorBaldwin,1074518754,"Washington, D.C.","Official Twitter account of United States Senator Tammy Baldwin's office, proudly working for the State of Wisconsin.",http://t.co/p7vErFeoRD,112999,2661,13613
SenTedCruz,1074480192,"Houston, Texas",Representing the State of Texas in the United States Senate.,https://t.co/9HWCyvsTvJ,1319963,6931,11392
RepPaulCook,1074412920,"Apple Valley, California",Twenty-six year retired @USMC Colonel serving as a United States Congressman from California's 8th Congressional District. Join the conversation #CA08 #Semperfi,http://t.co/vy6a8Rp8SU,18092,1138,1563
RepVeasey,1074129612,"Dallas-Fort Worth, Texas",Represent Dallas-Fort Worth | Assistant Whip | @energycommerce & Small Biz | #GunViolencePrevention Taskforce Whip | Voting Rights Caucus 🗳 +@bluecollardems,https://t.co/o4DuQsMYT7,25076,3270,4241
SusanWBrooks,1074101017,,Serving the good people of Indiana’s 5th District in Congress. Facebook: https://t.co/LPD9s9AMeh Instagram: @susanwbrooks,https://t.co/JSQOTU8q0S,22657,1301,6755
RepSeanMaloney,1072467470,"Cold Spring, NY",Representing NY’s 18th Cong’l Dist. Husband & dad w/ 3 amazing kids. Goal is to remain adult in Washington. Working on Intel to keep USA safe & free. 🇺🇸🏳️‍🌈,https://t.co/TJD06OL7bP,33933,1802,6152
RepChrisStewart,1072008757,Utah and DC,"Utah's 2nd District Congressman. Former Air Force B-1 pilot, author, House Intelligence, Budget, & Appropriations Committees. Visit https://t.co/GUW6weAva6",http://stewart.house.gov,24842,382,3458
RepTedYoho,1071900114,,Representing Florida's 3rd Congressional District; large animal veterinarian; conservative business owner; Member of @HouseForeignGOP  & @HouseAgGOP Committees,https://t.co/9wBRsUS6FX,34691,308,1489
RepSchneider,1071840474,Illinois,Proud to represent the people of Illinois's 10th Congressional District,http://t.co/sVfHx7ZP,10600,1060,3869
SenatorFischer,1071402577,,U.S. Senator and Cherry County rancher working to bring some Nebraska common sense to Washington,http://t.co/0O49SY7v,83740,202,5851
RepHuffman,1071102246,California's North Coast,Congressman for California's North Coast. On Facebook at https://t.co/a4QfL2Jw5p.   Listen to my brand new podcast at https://t.co/XDE8MuHKxF,http://t.co/1EuZeNQsh6,34078,822,2593
RepLaMalfa,1069124515,Northern California,"Representing California's First District including Siskiyou, Shasta, Tehama, Butte, Glenn, Modoc, Lassen, Plumas, Sierra, Nevada and Placer Counties",http://t.co/zhUYypSZHQ,19869,986,1598
RepDennyHeck,1068499286,"South Puget Sound, WA","Proudly representing #WA10 in Congress. Husband, (gran)dad, @GonzagaBulldogs fan & #12thMan.  Serves on @HouseIntel (#FollowtheFacts), @FSCDems, and @JECDems.",https://t.co/MntdmHywxT,27596,3929,4393
SenAngusKing,1068481578,,News from the office of Independent U.S. Senator Angus King of Maine. Operated by the Press Team. Following/retweeting does not equal an endorsement.,http://t.co/i9TZOoGqOm,211156,547,4317
RepWalorski,1065995022,,Representing Indiana's Second Congressional District,http://t.co/1c3JNm0kJ5,17741,684,4868
TulsiPress,1064206014,,"Aloha - Official account of Rep Tulsi Gabbard (HI-02), managed by staff. (Use of TG's military rank, title, or photo do not imply Army or DoD endorsement.)",https://t.co/v6vyBxswOs,219673,1154,4341
RepDougCollins,1060487274,"Gainesville, Georgia","Working for Georgia's 9th Congressional District. Pastor, attorney, military chaplain. Ranking Member of @JudiciaryGOP.",https://t.co/6yvc1EfV0T,142626,956,4121
RepMullin,1060370282,Oklahoma,Father of six. Small business owner. Honored to represent Oklahoma’s conservative values in Congress. https://t.co/0jHkAECORk,https://t.co/Qv5teppuYQ,19173,705,3195
RepDerekKilmer,1058917562,,"Representing Washington's 6th District in the House of Representatives           
Facebook: https://t.co/Q846OoBuMH
Instagram: https://t.co/4fkuLkAa0e",http://t.co/Gxq1ZBnp,26125,275,3274
RepAnnieKuster,1058717720,NH's 2nd District,Honored to serve the people of New Hampshire’s Second District in Congress.,http://t.co/1ApjVskz3y,22081,2160,5033
SenDuckworth,1058520120,,"Official Twitter account for U.S. Senator Tammy Duckworth. For more information, visit",https://t.co/LDObT9hkrZ,556113,6872,6337
RepHolding,1058460818,,Raleigh native representing North Carolina's 2nd district in Congress.,http://t.co/zH2CxxmUzu,17365,553,917
RepTomRice,1058345042,,Former CPA and tax lawyer. Proudly representing South Carolina's 7th Congressional District. Find me on FB at https://t.co/1YXogZ4l3N.,http://t.co/S6o0ATa6,16482,424,2037
TXRandy14,1058051748,"Friendswood, TX",Representative for the 14th Congressional District of Texas. https://t.co/3YiUH3WeW6 | Instagram: TXRandy14,https://t.co/8FFRq1l3TV,16473,542,2891
RepJoeKennedy,1055907624,,"Official Twitter account of Congressman Joe Kennedy III, representing Massachusetts' 4th Congressional District.",https://t.co/rYNEysanC2,789455,701,5429
RepLowenthal,1055730738,"Long Beach, CA",Proudly serving California's 47th Congressional District. http://t.co/pHmhAyCM6J,http://t.co/0MV3JJn9EM,31156,3197,5085
RepAnnWagner,1051446626,"Ballwin, MO",Official Twitter account for Congresswoman Ann Wagner-- proudly Representing the 2nd Congressional District of Missouri https://t.co/6TKCrqRcSw,https://t.co/tFjsHUzj16,25216,2658,3732
RepGraceMeng,1051127714,,"Representing NY's 6th Congressional District - Parts of West, Central and Northeast Queens.

For specific questions or concerns, please contact my office.",http://t.co/P1ajY4Fn,31039,693,4682
SenKevinCramer,1048784496,,Representing the great people of North Dakota in the United States Senate.,https://t.co/M4l7PNHhUi,21120,500,4154
RepDanKildee,1045110018,Michigan,"Honored to represent Michigan's Fifth Congressional District. Born & raised in Flint. @HouseDemocrats Chief Deputy Whip. Proud husband, father & grandfather.",https://t.co/XBl61H6hY5,40389,5491,6595
RepMarkTakano,1037321378,"Riverside, CA","Proudly Representing California's 41st District. Chairman: @VetAffairsDems. Member: @EdLaborCmte, @USProgressives, @LGBTEqCaucus, and @CAPAC.",https://t.co/deOAwy64tV,53785,453,3724
RepLipinski,1009269193,,Proudly representing the people of Illinois' 3rd Congressional District. Follow me on Facebook at https://t.co/oqe6Q8PbEE,https://t.co/QEykShdHO4,16136,2525,3407
RepDelBene,995193054,,U.S. Congresswoman representing Washington's 1st Congressional District (#WA01),http://t.co/qnvcd0Kg,26578,1969,5706
RodneyDavis,993153006,"Taylorville, IL",Proudly representing #IL13 and marginalized Nickelback fans everywhere. Leader of @HouseAdminGOP and member of @TransportGOP and @HouseAgGOP.,http://t.co/foaAG4Df,22487,557,6266
RepDaveJoyce,976969338,"Washington, DC","Father, husband, and former prosecutor proudly representing #OH14",http://t.co/w7lVGg29p2,21145,2541,4468
RepThomasMassie,975200486,,"U.S. Rep for KY's 4th District, Chairman 2nd Amdt Caucus, Political Science Denier, Greenest Congressman, MIT '93 SB, '96 SM #sassywithmassie",https://t.co/WWJJaM6jJD,85731,1413,5351
SenWarren,970207298,,"U.S. Senator, Massachusetts. She/her/hers. Official Senate account.",http://t.co/wsbNrrUt,5449470,493,4748
SenTomCotton,968650362,,U.S. Senator proudly serving the state of Arkansas.,http://t.co/gR93LLUqRV,161880,352,8694
RepMarkMeadows,963480595,"Jackson County, NC","Businessman, husband, and father proudly representing North Carolina's 11th Congressional District. Former Chairman of @freedomcaucus.",https://t.co/NrTi758TXL,407930,964,3038
RepAndyHarrisMD,960962340,Maryland's First District,"Proud to represent MD-01; Anesthesiologist; Dad to Joe, Becky, Irene, Jessica, & Danny; Grandpa to Charles, Abigail, Arthur, Andrew, Camilla, James, & Sylvia.",https://t.co/LI7VqoSoP7,16623,613,3219
RepBera,950783972,"Elk Grove, California","Father, husband, doctor. Proudly representing Sacramento County in the House of Representatives #CA07. 

Chair @HouseForeign Oversight & Investigations Subcmte.",https://t.co/sQPbW1JPOd,34936,1144,4002
SenatorHassan,946549322,,"New England sports fan, mom, crossword enthusiast, former governor, U.S. Senator for New Hampshire.",https://t.co/BxeyYfMTaA,144180,531,7711
RepSwalwell,942156122,"East Bay, CA & DC (CA-15)","Husband & Papa to Nelson/Cricket. CA Congressman @HouseJudiciary/@HouseIntel. Promise of America: if you work hard, you do better & dream bigger #FreedomToDream",https://t.co/tq8A1WWg2Y,598364,8893,11935
MikeKellyPA,935368364,"Washington, DC",U.S. Representative Mike Kelly proudly serves the people of Pennsylvania's 16th District (#PA16) and is a member of the House Ways & Means Committee. 🇺🇸🇺🇸,https://t.co/O8oPMeVTSn,16345,1304,2700
RepRichHudson,935033864,"Concord, NC",Official Twitter account for Congressman Richard Hudson -- proudly representing the 8th Congressional District of North Carolina.,https://t.co/KyMhp4Akkf,18855,2344,7706
PatTiberi,912608010,,"Husband, Father, Son, OSU Alum, TBDBITL, #Buckeye fan.",,15207,890,3703
JimPressOffice,851621377,,"Press Office of Congressman Jim Sensenbrenner, representing Wisconsin's Fifth District. Former Chair of House Judiciary Committee.",http://t.co/VNdLE9VEEs,9871,626,1563
KYComer,838462994,"Monroe County, Kentucky","U.S. Congressman (#KY1) Farmer. Former KY Commissioner of Agriculture. Husband to TJ & father of Reagan, Harlan & Aniston.",,12568,785,5859
RepDavidRouzer,834069080,,Congressman from North Carolina's 7th Congressional district,,10368,404,1145
RepDannyDavis,789244177,"Chicago, IL",“The People’s Congressman” US House Representative for Illinois' 7th District. Serving on the 116th Congress Committee on Ways and Means.,https://t.co/N9drWjh1kd,13151,362,2183
RepCummings,787373558,"Baltimore, MD","U.S. Representative from Maryland's 7th District, dedicated to serving and empowering the people I’m sworn to represent. RT's and Follows are not endorsements.",http://t.co/mKxxp6s7Jx,529245,1597,6920
RepCartwright,776664410,"Moosic, PA",Proudly representing Pennsylvania's 8th Congressional District.,https://t.co/IwArkZd0HO,13942,1981,2157
RoKhanna,771152516,"Silicon Valley, CA",Bridging national divide w/ a 21st century economic vision for new jobs & more pay in places left behind. No PAC $$. Pro-growth progressive. Obama Commerce alum,https://t.co/V5WcBNpxZj,163283,14085,14761
MikeCrapo,600463589,"Idaho & Washington, D.C.",United States Senator for the great state of Idaho.,http://t.co/W6cAM2HKzW,99296,744,6711
LacyClayMO1,584912320,"St. Louis, MO","Official Campaign Twitter Account of Lacy Clay for Congress. US Rep, Missouri 1st District. R/Ts & links are not endorsements.",https://t.co/M1086ZAdUj,10755,2763,21200
RepDLamborn,584012853,"Colorado Springs, CO",Honored to represent Colorado's 5th District | Member of @HASCRepublicans and @NatResources | Twitter user policy: https://t.co/TqlZjK8r9P,https://t.co/aVNY6LkLMd,23581,1035,4931
RepMarcyKaptur,581141508,DC/Toledo/Northern Ohio,Honored to serve the working people of Ohio's 9th District from Toledo to Cleveland & the Great Lake communities between them. Chair: Energy/Water @AppropsDems.,http://t.co/aHDl5vMQ69,21042,984,4433
RepDean,567508925,"Montgomery County, PA","Congresswoman serving Pennsylvania’s Fourth District - Montgomery and Berks Counties | Committees: @FSCDems & @HouseJudiciary | ""Courage is in the air""",https://t.co/NTrI907MCU,21600,1121,2770
RepBonamici,558769636,,"Representing Oregon's 1st District. Working to strengthen #PublicEducation, support #WorkingFamilies, & #DefendScience. Proud mom of two grown kids.",http://t.co/4mNk46JctA,28937,1257,5266
RepHalRogers,550401754,"Somerset, KY",Representing the people of Southern and Eastern Kentucky and serving as Chairman of the U.S. House Appropriations Subcommittee on State and Foreign Operations,https://t.co/MNkQuDdocD,17133,746,3779
RepBradWenstrup,518644221,,"US Representative for the people of Ohio's 2nd District, Physician, Army Reservist, Dad, Lifelong Ohioan",https://t.co/PMxYuFsMOw,24400,1032,5394
BettyMcCollum04,516880804,Minnesota,Proudly representing Minnesota's Fourth District in the United States House of Representatives.,https://t.co/EjwVeyAV1e,33087,1052,7837
SenatorTester,515822213,Montana,Third-generation Montana farmer. Proud grandfather. Former school teacher. Flattop icon. Trumpet player. Montana's senior Senator.,http://t.co/G4S7FHr0Od,95291,1000,4766
daveloebsack,510516465,Iowa's 2nd District,Fighting for the hardworking people of Iowa,https://t.co/kmMHKMAfkT,9371,583,1291
